"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
253,3,9,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Anthony"," picks up a watermelon.","super","sub_plural","","context","watermelon"
253,2,10,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Michelle"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
253,1,11,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Kathleen"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
253,3,12,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Mika"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
253,1,13,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Greg"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
253,2,14," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Natalia"," sees a professional soccer player.","super","sub_plural","","context","soccer player"
253,3,15,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Robert"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
254,3,1,"light","weight","super","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Tom"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
254,2,2," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Tanya"," sees a professional soccer player.","sub_plural","super","","contextWithSuper","soccer player"
254,2,3,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Robert"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","He","contextWithSuper","day in Fall"
254,2,4,"short","time","super","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Melinda"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","music video"
254,3,5," short","height","super","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Sophie"," sees a professional basketball player.","sub_plural","sub_plural","","contextWithSuper","basketball player"
254,3,6,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","She","contextWithSuper","day in Summer"
254,2,7,"light","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Anthony"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
254,1,8,"short","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Mika"," finds a video of a cute animal to watch online with their friend.","sub_plural","super","","contextWithSuper","video of the cute animal"
254,3,9,"cheap","price","super","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Lucas"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","dishwasher"
254,3,10,"short","time","super","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","William"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
254,1,11,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Stephanie"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","bottle opener"
254,1,12,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Lee"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
254,2,13,"cheap","price","super","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Natalia"," finds a toaster and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","toaster"
